ccode,dem_rank14,dem_score14,lifeex_f,lifeex_m,unmort_f,unmort_m,literacy,oil,pop_0_14,pop_15_64,pop_65_older,ungr9095,fertility,untfr95,govregrel,gri_08r,gfi2008,gfi_08r,msri2008,msri_08r,spendeduc,ciaedex,spendhealth,spendmil,unexp_rd,hdi,hdi05,hdi_rank_change,pop_age,sexratio,unsexr10,unsexr90,pop_total,unpop30,unpop90,pop_urban,urban03,urban06,unemrt08,unemrt91,unin_inc,gender_unequal,gender_unequal_rank,arda,lifeex_total,debt,confidence,dem_other,democ11,durable,effectiveness,dnpp_3,fhrate04_rev,fhrate08_rev,frac_eth,free_business,free_corrupt,free_finance,free_fiscal,free_govspend,free_invest,free_labor,free_monetary,free_property,free_trade,free_overall,gdp08,gdp_10_thou,gdppcap08,gdppcap08_3,gini04,gini04_4,gini08,gini10,indy,polity,rich_democ,unions,unnetgro,unnetuse,unpovnpl,unremitp,unremitt,votevap00s,votevap90s,women05,women09,women13,ipu_wom13_all,womyear,dem_economist,democyes,vdem_ldi_rank,vdem_ldi,vdem_edi,vdem_liberal_comp,vdem_equality_comp,vdem_partic_comp,vdem_delib_comp,coup_attempts,coups,frac_lang,frac_relig,educ_f_avgyrs,educ_m_avgyrs,educ_f_none,educ_m_none,democ_bin_bmr,rights_assn,rights_dommov,rights_formov,rights_injud,rights_relfree,rights_speech,rights_wecon,rights_wopol,rights_worker,dpi_cemo,dpi_pr,dpi_system,global_social,unco2_06,carbon_footprint,eco_footprint,liberty_index_eiu,envir_treaty,govt_help_cap,human_flight,rights_law_index,refugees_impact,democ_fh_polity,laws_protect_prop,bribe_judge,bribe_police,pol_terror_scale_ai,pol_terror_scale_hrw,indep_judiciary,const_age,govt_quality,media_access_cand,media_access_parties,press_freedom_fh,legal_quality,legal_origin,election_violence_pre,election_violence_post,ocean_health,election_integrity,gas_production,oil_production,press_freedom_rsf,corrupt_perception,conflict_internal,conflict_internat,human_develop,terror_index_voh,violence_cost,conflict_index,militarization,soldiers_percent,soldiers_total,energy_renew_percent,business_starts,debt_wdi,spendmil_wdi,immigrants_percent,migration_net,infant_mortality,refugees_in,refugees_from,self_employed,unemployed,hiv_percent,econ_compete,schools_internet,judicial_indep_wef,organized_crime,educ_quality,happiness,rights_treaties,icc_treaty_ratified,trade_percent_gdp,peace_index_rank,peace_index_score,internet_freedom,imprisonment_rate,homicide_rate,autoc,ciagdpag,ciagdpin,ciagdpsv,ciainfla,ciaingro,ciapop,ciapopgr,ciaunemp,decentralization,enpp_3,old06,old2003,pop03,pop08,poverty,unfempf,ungdp,ungdpcap,ungdpppp,unineduc,unjourn,unlit,unmobcov,unnewsp,unnoncom,unsathlt,unsati,unsatif,unsatjob,unsatliv,unseced,yng2003,young06,regionun,country,cabrv,dem_level4,i_gvtreg,i_gvtfav,i_socreg,religion,colony,decent08,dem_other5,democ,democ_regime,democ_regime08,district_size3,enpp3_democ,enpp3_democ08,eu,frac_eth2,frac_eth3,free_overall_4,gdp_cap2,gdp_cap3,gdpcap2_08,gdpcap3_08,gdpcap08_2,gender_equal3,hi_gdp,muslim,natcode,oecd,pmat12_3,pr_sys,protact3,regime_type3,vi_rel3,womyear2,death_penalty_status,internet_status,civil_war,democ08,pop08_3,popcat3,region,typerel,unname
450,110,4.42,65.7,61.62,240,286,68.9,0,43.1,53.8,3,3,5.02,6.1,1.389,1,2.233,2,0,0,2.9,3,2.7,1.1,.1,.435,.42,-2,18.4,101.4,101.4,100.3,20.1,31.5,11.3,30.2,31.434,27.08,83.3,79.3,.22,,,137,63.63,,,40.8,4,2,37.589,2,5,7,.502,71.9,34,50,87.3,88.8,60,46.9,75.4,45,73.2,63.2,20,.027,1049,1,47.5,4,47.5,47.2,1960,3,0,,954,1.7,68.7,1,.1,,51.17,6.9,,17.5,17.5,1959,0,100,118,.26,.485,.438,.394,.336,.52,4,1,.02,.519,,,,,0,0,1,2,0,1,1,2,2,1,0,1,0,21.364,.1,.07,.99,5,75,7.9,5.8,5.8,4.2,5.33,3.267,.458,.552,4,3,0,0,.333,1,1,,.41,2,,,62.67,4.188,0,0,28.62,28,,,.5083,1.81,3.1,1.436,1.055,.185,21600,,.7,,.698,.179,-5000,38.1,12,296,88.8,3.6,.3,3.419026,2.353,2.14,4.174,3.024,3.816,11,1,68.1,44,1.797,,88,11.1,1,26.5,16.7,56.8,8.1,2,21926221,2.973,,,2,3.141489,3.027374,1.69e+07,19.1,50,,9.5,495,20.1,.32,0,70.7,23,,799,76,3.7,3.7,46,24,,44.04921,43.78537,1,93,96,3,2,2,4,7,2,1,3,2,2,2,2,2,2,2,1,3,3,2,2,2,2,2,,2,1,88,1,,1,,,,2,1,,3,1,3,2,1,8,92
454,89,5.66,52.48,50.93,468,498,62.7,0,45.1,52.2,2.7,1.4,5.43,6.8,0,0,1.567,2,0,0,4.2,4.2,5.9,,,.385,.336,0,16.8,102.2,102.2,101.5,15.7,25.9,9.5,19.8,15.8698,17.66,72.1,71.7,.213,.758,126,138,51.7,40.4,,40.8,6,6,30.496,1,4,6,.879,44.8,28,50,78.9,45.8,50,59.3,71,45,68.6,54.1,11.9,.018,837,1,50.3,4,39,39,1964,6,0,,2007,2.1,52.4,0,0,,68.16,14,20.8,22.3,22.3,1961,0,100,84,.414,.527,.747,.374,.477,.72,0,0,.602,.819,3.432,5.219,38.555,20.325,1,1,2,2,2,2,1,1,2,1,0,0,0,26.383,.1,.07,.81,6.18,60,8.3,8.4,6.5,6.4,6.92,5.042,.426,.63,2,2,0,1,.458,0,1,5.442,.484,1,,,,5.067,0,0,28.18,37,,,.4388,0,3.7,1.403,1.847,.093,6800,,,,1.766,1.868,-30000,47.3,5796,326,,7.6,10,3.321663,2.784,3.976,5.364,3.405,4.035,10,1,78.53,48,1.825,59,79,1.8,0,33.4,21.7,44.9,8,17.3,15879252,2.763,,,1,3.018124,3.371172,1.10e+07,14.3,53,,4.3,288,11.9,.256,0,72.8,93,,796,77,6.2,5.9,62,64,4.6,44.86993,47.33292,1,94,107,3,4,2,4,7,9,3,3,2,2,2,3,1,1,2,1,1,4,2,2,2,2,2,,2,1,89,1,,1,,3,,2,3,2,3,1,1,2,1,8,93
458,65,6.49,76.73,71.05,97,177,88.7,693700,29.6,65.4,5,2.6,2.67,3.5,8.611,9,8.267,8,8.333,8,4.5,4.1,1.9,2,.6,.744,.726,-2,26.3,105.8,105.8,106.4,27.9,35.3,18.1,72.2,59.441,68.2,59.7,59.7,.488,.493,50,139,73.79,53.1,,58.3,6,29,68.322,,4,6,.674,69.9,51,50,84.3,81.3,30,71.4,76.7,55,78.7,64.8,383.7,.391,14215,3,49.2,4,49.2,37.9,1957,6,0,,203,55.8,,71,.9,,63.33,,,,10.4,1957,1,0,127,.213,.34,.491,.62,.563,.647,0,0,.597,.666,9.382,10.094,11.969,5.613,0,0,1,1,1,0,0,1,2,0,0,0,2,73.805,7.2,2.1,3.71,5.88,75,3.9,4.8,6.9,4.5,6.5,6.929,.063,.099,3,2,1,1,.611,0,0,3.571,.588,1,,,66.56,3.533,517.276,2.84e+07,42.73,50,1,0,.7767,3.52,4.4,1.057,1.355,1.024,133600,.964,2.37,51.646,1.498,8.384,450000,6.4,97513,485,26.1,3.2,.4,5.029184,5.167,4.548,5.216,4.996,5.77,5,0,128.08,29,1.637,55,167,2.3,0,9.1,41.6,49.3,1.7,7.5,28728607,1.576,3.5,1,,4.684943,4.414197,2.48e+07,27,3.6,1.02,221.8,8209,383.7,,0,92.1,92,109,623,87,6.6,6.6,86,68,50.5,33.02149,31.91177,2,95,108,4,1,1,1,3,9,,4,1,1,1,3,,,2,1,1,3,1,1,1,3,1,3,1,2,90,1,,1,,1,,2,4,2,3,1,3,2,2,3,94
,,,,,72,100,,,,,,2.8,,5.3,,9,9,9,7.333,7,,11.2,,,,,.56,4,24.4,103,,104,,.4,.2,40.1,28.9258,30.1,57.3,44.9,.434,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,16.9,77.5,6,-.9,394999,-.151,14.5,,,3.44015,3.987772,293080,.3,16,1.16,1.3,4135,1.7,.433,0,98.4,100,,953,,,,,,,39.18369,40.11809,,96,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,3,2,3,95
466,83,5.79,54.26,51.01,365,412,46.4,0,47.3,49.7,3,2,6.44,6.3,0,0,0,0,0,0,3.8,4.4,2.9,1.9,,.309,.279,2,17.6,102.2,102.2,101.7,13.3,20.5,8.7,35.9,32.2736,31.06,47,49.3,.227,.799,135,141,52.61,,,40.8,7,8,26.714,1,6,9,.691,47.5,31,40,60.2,81.1,50,67.9,73.8,35,69.6,55.6,14.3,.03,1128,1,50.5,4,40.1,39,1960,7,0,13.7,1233,1.6,,27,3.9,38.96,24.17,10.2,10.2,10.2,10.2,1956,0,100,,,,,,,,6,3,.839,.182,1.617,1.449,81.575,81.154,1,1,2,2,0,2,2,0,2,1,0,0,0,21.968,0,.1,1.53,6.47,66,7.9,8.1,6.8,7.5,5.83,4.07,,,3,4,0,0,.25,1,1,6.844,.495,2,,,,5.636,0,0,30.03,28,0,1,.4158,5.19,12.7,2.051,2.106,.205,11800,,,,1.406,1.073,-302449,77.6,14316,152864,,8.1,1.1,3.327418,3.104,2.629,3.645,2.881,3.676,15,1,47.47,140,2.596,,33,7.5,0,45,17,38,2.5,,14159904,2.61,30,,1,2.673041,2.780652,1.17e+07,12.7,36.1,.75,8.7,688,14.3,.133,0,26.2,22,,967,71,3.8,3.9,30,30,3.7,47.15479,48.17257,1,97,99,3,4,4,4,3,2,1,3,2,2,2,3,1,1,2,1,1,4,2,2,2,2,2,,2,2,91,1,,1,,,,2,3,,2,1,1,2,1,3,96
470,15,8.39,82.12,77.45,44,77,,0,15.7,68.5,15.8,1,1.52,2,0,0,8.667,9,0,0,4.8,6.4,5.8,.7,.6,.815,.806,-3,39,106,106,105.7,.4,.4,.4,94.7,91.6412,95.54,45.2,42.5,,.395,35,142,79.72,69.1,,100,,,73.995,1,7,12,.041,70,58,60,62.5,45.6,70,60,78.1,80,87.5,67.2,9.8,.975,23760,3,,,,27.4,1964,,1,57.9,287,48.3,,121,.6,98.39,96.67,9.2,8.7,8.7,8.7,1947,1,100,82,.435,.577,.715,.688,.513,.838,0,0,.091,.122,9.886,10.662,2.36,1.452,1,2,2,2,2,2,1,3,2,1,0,1,2,75.222,6.3,,,9.71,89,3.9,4.3,3.6,4.9,10,7.044,,,1,1,1,,.722,1,1,8.481,.798,2,,,78.84,8.4,0,0,23.3,56,,,.837,,,,,1.14,2130,.334,17.26,85.936,.558,3.729,6252,5.3,9906,6,13.9,6.5,.1,4.499393,5.879,4.782,5.959,5.312,6.38,14,1,270.93,,,,131,2.8,,1.9,17.2,80.9,3.3,,408333,.375,6.9,,1,13.75755,12.61414,399000,.4,,1.07,,,,,0,92.4,100,,433,83,7.1,7.1,,65,44.2,19.42047,17.16818,4,98,100,2,4,1,4,2,9,2,2,2,2,2,,1,1,1,2,2,3,1,1,,,,2,1,1,92,1,,2,,2,3,2,1,,3,1,2,3,8,6,97
478,112,4.17,63.41,58.94,262,318,51.2,16510,40.4,56.2,3.5,2.7,4.3,5.7,7.778,8,8.333,8,2,2,4.4,4.4,1.6,3.7,,.433,.411,0,20.1,106.3,106.3,106.6,3.4,4.8,2,41.4,61.685,40.6,47.2,66.5,.31,.738,118,146,61.14,,,40.8,0,38,42.79,1,2.5,3,.615,48.3,28,40,75.1,73.4,30,52.5,78,25,69.9,52,6.2,.035,2052,1,39,3,39,39,1960,-2,0,2.7,1100,1.9,46.3,1,.1,,58.6,,,,22.1,1961,0,0,140,.155,.402,.259,.176,.318,.654,7,5,.326,.015,2.719,4.809,57.819,30.572,0,1,2,0,0,0,0,1,2,1,1,1,0,22.356,.5,.55,2.54,5,64,7.7,6,7.7,8.8,3.25,4.189,,,3,2,0,0,,0,0,,.35,2,,,61.36,4.417,0,336170.4,26.76,30,1,0,.5035,1.15,19.2,1.649,2.104,1.678,20850,,,,2.851,2.763,-20000,67.2,92767,34257,,31.1,1.1,3.186488,2.012,2.415,5.384,2.591,4.199,12,0,102.51,128,2.355,,44,5,2,12.5,46.7,40.7,7.3,2,3281634,2.349,30,,1,3.395487,3.129493,2847869,3,40,,2.9,889,,.199,1,56.8,62,,812,79,5,5,57,47,,42.57043,42.99257,1,99,105,3,1,1,2,3,2,,3,1,1,1,3,,,2,1,1,4,2,2,2,2,2,,2,2,93,1,,1,,1,,2,3,,3,2,2,2,1,3,98
480,17,8.17,78.12,71.01,104,214,84.4,0,21.8,70.7,7.5,1.3,1.79,2.3,2.5,3,6.267,6,5.333,5,3.6,3.2,2,.2,.4,.701,.685,-2,32.6,103.7,103.7,102.7,1.3,1.4,1.1,41.8,42.2664,42.48,55.5,55.5,,.466,46,147,74.48,60.5,,40.8,10,32,59.102,2,7,11,.463,82.2,55,70,92.5,83.4,85,78.5,71.2,60,85.6,76.3,15.3,.374,12079,2,,,,35.9,1968,10,1,25.9,225,22.2,,179,2.3,79.57,79.77,5.7,17.1,18.8,18.8,1956,1,100,38,.663,.791,.824,.747,.501,.87,0,0,.455,.638,7.646,8.844,9.87,3.293,1,2,2,2,2,2,0,2,2,1,0,0,2,62.889,3.1,1.99,3.46,9.71,75,4.4,3.9,3.7,2.5,9.58,6.547,,,,2,1,,,0,1,,.707,2,0,0,69.61,8.5,0,0,26.47,52,,,.7747,0,6,1,1.043,.425,2500,.507,5.14,37.22,.194,3.432,0,12.6,0,81,20.6,8,1,4.449509,4.333,5.001,6.105,4.314,5.648,12,1,107.95,22,1.547,,182,2.8,0,4.8,24.6,70.5,2.9,3.3,1303717,.729,7.5,1.16,2,6.683026,6.358354,1222188,1.3,8,1.04,9.3,7345,15.7,,0,87.5,99,77,731,,,,,,36.3,24.99705,24.24287,1,100,106,2,2,3,3,6,9,1,3,2,2,2,2,2,2,2,1,3,1,1,3,1,3,1,,1,1,94,1,,1,,2,,2,1,,3,1,2,2,1,1,99
484,57,6.68,79.43,73.65,89,154,86.1,3001000,28.2,65.2,6.6,1.9,2.29,3.2,3.056,3,0,0,6.333,6,4.8,4.8,2.7,.5,.5,.75,.727,-2,27.6,104.3,104.3,104,110.6,126.5,83.4,77.8,75.0132,76.26,56.5,56.5,.469,.576,68,149,76.47,41.5,26.04,100,8,3,50.118,1,6,9,.542,83,36,60,83.5,85.2,65,61.9,76.3,50,82,68.3,1500,.632,14495,3,54.6,4,46.1,51.6,1810,8,1,31,368,22.2,47,247,2.4,63.62,59.32,22.6,28.2,36.8,36.8,1947,1,100,72,.481,.671,.674,.47,.549,.797,0,0,.151,.18,8.092,8.566,10.546,7.997,1,2,2,2,0,1,1,2,2,1,0,1,0,51.567,4.1,1.74,2.89,7.35,114,4.9,5.6,6,4.3,7.83,4.448,.524,.59,4,4,0,0,.465,0,1,3.805,.503,2,0,1,70.08,6.5,306.321,1.28e+08,45.3,34,,,.7547,4.51,13.2,2.062,1.716,.597,325450,6.304,.94,,.623,.612,-523585,12.5,1831,9396,33,4.9,.3,4.338888,3.763,3.348,2.884,2.988,7.443,16,1,78.15,142,2.646,62,169,21.5,0,4.2,33.3,62.5,4.1,6,113724226,1.102,5.6,2.04,1,5.483947,5.155612,1.02e+08,106.4,18.2,.94,1088.1,10232,1549.5,.564,0,92.9,100,,501,82,7.7,7.9,88,69,40.3,32.33228,30.38408,6,101,97,4,2,4,3,2,8,1,2,2,2,2,,1,1,2,1,3,1,1,1,1,1,1,3,1,1,95,2,1,1,3,3,3,2,1,2,3,1,3,1,5,6,100
498,69,6.32,75.28,67.68,141,312,99.1,0,15.5,74,10.4,-.1,1.29,2.1,1.667,2,2.733,3,10,10,8.2,9.6,5.2,.6,.5,.623,.606,0,35.2,105.8,105.8,104.3,3.6,3.2,4.4,47,41.89397,46.96,44.7,58.1,.367,.429,40,151,71.37,25,42.192,63,8,9,31.678,2,4.5,6,.553,70.2,29,50,85.1,43,30,42.7,67.5,40,79.9,53.7,10.6,.038,2925,1,36.2,2,33.2,37.4,1991,8,0,,1516,23.4,48.5,522,31.4,,59.28,15.8,,19.8,19.8,1978,1,100,78,.453,.572,.766,.644,.515,.497,0,0,.553,.56,10.533,10.789,1.504,.658,1,0,1,2,0,1,1,2,2,1,0,1,1,58.582,2,1.03,1.78,7.94,48,6.6,6.6,5.7,4.7,8.08,5.003,.355,.492,2,2,1,0,.426,1,1,,.511,,0,0,,6.444,0,0,26.01,35,,,.6898,.35,6.3,1.805,1.028,.636,7750,.706,,24.326,.335,11.463,-9529,14.1,250,2207,31.2,5.1,.5,3.940819,4.584,1.923,4.792,3.05,5.756,13,1,115.39,62,1.938,,222,6.5,0,16.3,20.1,63.6,7.3,7,4314377,-.072,6.5,1.66,2,10.15833,11.0788,4237600,3.6,26.3,1.09,6,1694,10.6,.635,0,98.3,98,,963,60,5.7,5.6,68,39,,20.3508,17.60199,4,102,95,4,2,2,1,5,7,,4,2,2,2,3,2,2,2,1,3,4,2,2,2,2,2,2,2,1,96,1,2,2,2,,1,2,1,,3,1,2,2,3,4,125
496,61,6.62,70.89,65.85,145,291,97.8,5975,27.3,68.7,4,.5,2.21,3.5,4.722,5,5.133,5,6.333,6,5.1,5.6,3.5,,.2,.622,.588,2,26.3,104.1,104.1,102.3,2.7,3.2,2.2,62,56.8234,56.86,51.6,50.2,.399,.523,57,153,68.31,,,58.3,10,8,42.317,1,6,10,.368,69,30,60,81.9,56.7,50,75.9,66.5,30,79.8,60,9.4,.046,3566,1,44,3,32.8,36.6,1921,10,0,,1000,12.5,36.1,76,3.8,60.47,88.66,6.8,4,14.9,14.9,1924,1,100,64,.513,.677,.726,.768,.504,.869,0,0,.373,.08,9.534,9.015,4.346,4.576,1,2,2,2,1,1,1,2,2,1,0,1,0,28.447,3.6,2.09,6.08,8.24,54,4.6,2.8,5.1,2.5,9.58,5.709,.351,.387,3,2,1,1,.5,1,1,6.844,.506,3,0,0,,7.556,0,699764.7,29.93,38,,,.7221,0,9.8,1.229,1.539,1.344,17500,0,6.31,,.932,.369,-15001,20.9,9,2064,52.3,5,.1,3.748433,3.917,2.865,4.823,2.566,4.913,17,1,97.58,46,1.801,,262,9.7,0,15,31,54,13,3,3133318,1.489,11.5,1.55,1,3.798538,4.080121,2479568,2.6,36.1,1.12,5.3,1991,9.4,.635,0,97.3,66,20,923,69,5.7,5.6,78,50,80.2,31.70247,29.77821,2,103,103,4,3,3,3,1,4,2,4,2,2,2,3,1,1,2,2,3,3,2,2,2,3,2,2,2,1,97,1,,1,,,,1,3,,3,1,2,2,2,7,101
499,77,5.94,,,90,173,,0,15.5,71,13.5,1.2,,1.8,0,0,1.667,2,6,6,,,5.1,1.8,1.2,.769,.755,-1,35.9,107.9,107.9,106.4,.6,.6,.6,61.5,,,,,.584,,,249,,38,,,9,,,,,,,,,,,,,,,,,,,,,,,,,36.9,,9,,,,47.2,,,,,,,,,17.3,,0,,93,.349,.429,.741,.713,.575,.748,0,0,,,,,,,1,1,2,2,0,2,1,1,2,1,,,,58.545,,2.13,3.78,7.06,,4.9,3.3,4.5,4.8,8.5,5.63,,,2,2,,1,,0,1,,.589,,0,0,56.21,3.5,0,0,32.97,44,,,.8009,1.32,9.2,1.043,1.504,4.848,12180,11.957,6.85,,1.487,6.863,-2412,4.9,8476,597,17.7,19.5,0,4.199929,4.257,3.642,4.921,4.356,5.074,17,1,107.9,67,1.095,,182,2.7,0,,,,3.4,,661807,-.705,14.7,,,,,,,7,1.11,4.9,7859,8.3,.711,0,,99,,,72,5.2,,63,45,98.2,,,4,104,102,3,4,2,3,5,,,,1,,1,,,,,,,,,,1,3,1,,,1,,,,,,,,,1,,3,1,,,,,102
504,116,4,79.11,72.84,88,147,52.3,4053,27.8,66.1,6.1,1.7,2.21,3.7,6.389,6,7.267,7,7.333,7,5.7,5.6,1.7,3.4,.6,.567,.536,1,26.2,103.7,103.7,103.7,32.4,39.3,24.8,58.2,57.4154,59.34,46.1,45.9,.409,.693,104,155,75.9,58.2,,10.5,1,35,48.227,3,3.5,5,.484,76.1,35,60,68.5,81.5,60,21.7,78.4,40,71.2,59.2,137,.122,4388,2,39.5,3,39.5,40.9,1956,-4,0,4.8,5121,33,,218,7.8,,50.99,,,,17,1963,0,0,119,.244,.313,.619,.554,.48,.822,2,0,.468,.003,3.231,5.327,63.943,37.09,0,0,1,2,0,0,1,1,2,1,0,1,0,56.687,1.5,.67,1.68,4.41,119,5.6,7.3,6.5,5.6,3.58,6.109,.409,.639,3,3,1,1,.528,0,1,3.455,.525,2,0,0,72.51,,.521,24900,39.04,37,0,1,.6263,2.09,6.6,1.805,1.078,2.006,245800,1.079,1.54,58.225,3.791,.153,-310624,25.5,1470,1318,53.3,9.2,.2,4.114875,3.135,3.391,5.742,3.127,5.142,13,0,79.78,75,2.004,56,227,2.2,5,17.1,31.6,51.4,2.5,4.4,31968361,1.067,9.8,,3,4.828504,4.36963,3.01e+07,31.2,15,.67,88.9,2769,136.8,.246,1,56.4,98,,655,88,5.8,6,69,71,,32.93575,30.73101,1,105,94,1,3,1,1,3,2,3,1,1,1,1,3,,,2,1,3,4,2,3,2,3,2,,2,2,98,1,,2,,1,3,2,3,2,3,2,3,2,4,3,103
508,107,4.66,52.57,51.01,458,485,47.8,0,45.9,51.1,3,3.3,5.46,6.1,0,0,.8,1,.667,1,5,5,3.5,.8,.5,.284,.263,0,17.9,101.3,101.3,100.3,23.4,33.9,13.5,38.4,35.6152,35.28,77.9,79.9,.107,.718,111,156,51.78,40.8,,40.8,5,6,36.879,1,4.5,8,.693,58.7,26,50,77.6,76.1,50,42,74.9,30,74.5,56,18.6,.02,855,1,39.6,3,47.3,47.1,1975,5,0,,1650,1.6,55.2,5,1.2,35.56,66.44,,,,39.2,1975,0,0,105,.311,.48,.57,.506,.542,.627,1,0,.812,.676,.789,1.737,83.435,64.445,0,1,2,0,0,2,1,1,3,1,0,1,0,26.745,.1,.17,.87,4.12,43,8.1,7.4,6.4,4.9,6.67,3.95,.378,.567,3,3,0,1,.361,1,1,6.026,.501,2,,,68.72,3.875,28.427,0,28.01,30,1,0,.4125,4.11,5.7,1.634,1.782,.093,11200,12.479,,,.986,1.85,-25000,60.9,4445,56,,22.5,11.3,3.29603,2.633,2.556,4.109,2.703,4.971,13,0,111.91,78,2.013,,57,12.4,0,28.8,26,45.2,13.5,8,22948858,2.444,21,,1,3.368407,3.626498,1.88e+07,21.8,70,,9.8,440,18.7,.144,0,54,44,3,777,82,3.8,3.9,74,46,3.2,42.27227,43.8348,1,106,104,3,4,2,2,2,6,2,3,1,1,1,1,,,2,1,1,4,2,2,2,2,2,,2,1,99,1,,2,,1,,2,1,,3,1,3,2,1,8,104
104,141,3.05,67.33,62.57,304,368,89.9,18880,27.5,67.5,5,1.4,2.26,3.1,8.611,9,10,10,7,7,1.3,,.2,,.2,.451,.406,6,27.9,101.2,101.2,101.1,50.5,59.4,40.8,33.7,,,74.4,74.2,,,,37,64.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.2,32,3,,,,,,,,,0,,114,.272,.406,.572,.372,.502,.692,4,3,.507,.197,4.255,3.787,30.245,12.728,0,0,0,0,0,0,0,1,1,0,1,,0,15.767,.2,.09,1.43,1.76,51,7,5.3,8,8.2,3,3.287,,,4,4,0,0,.333,0,1,2.636,.281,3,0,0,55.45,,91.369,996000,44.71,21,4,0,.5314,4.36,8.4,2.439,1.704,1.724,513250,4.374,,,4.036,.171,-474278,41.9,0,479608,,3.3,.6,3.227508,2.154,2.838,2.914,2.735,4.176,4,0,42.79,104,2.179,39,145,15.2,,43.2,20,36.8,9.6,4.3,53999804,1.084,5.7,,,,,,,32.7,,,,,,9,91.9,10,,775,75,,,68,59,16.6,,,2,107,101,1,1,1,1,1,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,3,1,2,2,,,,,105
516,73,6.24,51.89,52.48,290,356,85,0,34.2,61.7,4.1,2.7,2.49,4.9,0,0,0,0,0,0,6.5,6.4,3.2,3.5,,.606,.577,2,21.1,101.3,101.3,100.8,2.2,3,1.4,38,32.4216,35.68,42.9,45.4,.178,.615,75,157,52.19,20,,40.8,6,10,50.827,1,5.5,10,.633,73.3,45,40,68.3,69.5,50,87.2,71,30,87.8,62.2,13.4,.146,6343,2,70.7,4,74.3,74.3,1990,6,0,22,278,5.3,,6,.2,80.23,63,25,26.9,,24.4,1989,1,100,46,.612,.746,.804,.611,.538,.728,0,0,.701,.663,6.324,6.117,19.459,22.426,0,2,2,2,2,2,1,1,2,1,0,1,0,40.694,1.4,1.02,2.48,8.24,42,6.8,6.8,4.6,5.8,8.17,6.185,,,2,2,1,1,.611,0,1,7.312,.697,,,,64.67,6.714,0,0,12.5,48,,,.6252,0,18.4,1.252,1.724,1.747,15200,8.649,.85,35.536,3.107,6.331,-1371,34.3,2332,1142,36,19,13.4,3.928702,3.239,4.71,4.939,2.988,4.574,13,1,112.04,50,1.838,,149,17.2,0,9,32.7,58.2,4.6,6.5,2147585,.873,51.2,,1,3.549611,3.821632,2014546,2.1,55.8,.89,8.8,4149,13.6,.429,0,88.2,95,28,513,87,5.2,,84,61,,41.85154,40.78813,1,108,109,4,4,4,4,7,4,,3,1,2,1,,1,,2,1,1,3,2,3,1,3,1,3,2,1,100,1,,2,,3,,2,1,,3,1,2,2,1,5,106
524,105,4.77,67.44,64.94,273,281,48.6,0,34.6,61.1,4.4,2.5,2.47,4.9,4.722,5,6.2,6,6.667,7,3.8,4.6,2,2,,.428,.4,5,21.6,105.2,105.2,106,29.9,40.6,19.1,18.6,12.9092,16.28,61.5,59.6,.226,.716,110,159,66.16,,,58.3,6,10,34.515,1,3,6,.663,59.4,27,30,86.6,92.3,15,44.7,77.8,35,58.8,52.7,31.8,.023,1112,1,36.7,2,47.2,47.3,1768,6,0,,898,1.7,30.9,95,21.6,,83.32,5.9,33.2,33.2,33.2,1951,0,100,77,.464,.593,.755,.592,.486,.645,0,0,.717,.142,2.251,4.449,65.601,33.801,1,0,2,2,1,1,1,1,3,1,0,1,2,26.365,.1,.16,.98,5.59,53,7.1,6.2,7.6,7.6,6.5,4.325,.373,.299,3,2,0,,,0,1,4.74,.381,1,,,,7,0,0,34.61,31,,,.5429,5.43,6.1,1.494,1.864,1.038,157750,3.008,.69,33.863,1.529,3.519,-372369,31.7,46305,8112,,2.7,.3,3.662444,3.412,3.3,3.503,3.397,4.605,13,0,50.02,93,2.008,,65,2.9,0,33,15,52,8.6,1.8,29391883,1.596,46,,1,3.696882,3.820335,2.47e+07,28.6,24.7,.44,12.6,438,31.8,.193,0,57.9,10,,769,84,5.3,5.5,80,51,15.4,40.08622,38.52051,2,109,115,3,3,3,1,6,10,1,4,2,2,2,3,1,1,2,1,1,4,2,2,2,2,2,,2,1,101,1,,1,,2,,2,1,,3,1,3,2,2,1,107
